balcony,bath,bhk,price,site_location,total_sqft,area_type
2,5,4,500,Kondhwa Khurd,1800,Plot  Area
2,5,4,550,Camp,4800,Plot  Area
2,5,4,550,Satara Road,4300,Plot  Area
2,5,4,550,Warje,5000,Built-up  Area
2,5,4,570,Hadapsar,3301.8,Super built-up  Area
2,5,4,600,Aundh,4000,Plot  Area
2,5,4,696,Narayan Peth,3073,Super built-up  Area
2,5,4,815,Bund Garden Road,3000,Plot  Area
2,5,4,995,Aundh Road,5108,Super built-up  Area
2,5,4,1150,Kondhwa Khurd,4920,Plot  Area
2,5,4,1400,Wanowrie,6500,Super built-up  Area
2,5,4,1584,Sadashiv Peth,7200,Super built-up  Area
2,5,4,1675,Khadaki,8400,Plot  Area
2,5,4,2912,Kasba Peth,8321,Super built-up  Area
2,5,5,55,Kondhwa Khurd,950,Plot  Area
2,5,5,70,Ghorpadi,1200,Built-up  Area
2,5,5,75,Pune Railway Station,1730,Built-up  Area
2,5,5,85,Ganeshkhind,1200,Plot  Area
2,5,5,85,Somwar Peth,2400,Built-up  Area
2,5,5,90,Nana Peth,2900,Plot  Area
2,5,5,92,Jangali Maharaj Road,500,Plot  Area
2,5,5,93,Mukund Nagar,2400,Built-up  Area
2,5,5,95,Balaji Nagar,800,Plot  Area
2,5,5,96,Kothrud,1200,Plot  Area
2,5,5,97,Jangali Maharaj Road,1440,Plot  Area
2,5,5,98,Ganesh Peth,800,Plot  Area
2,5,5,98.5,Padmavati,1180,Plot  Area
2,5,5,99,Uruli Devachi,1200,Plot  Area
2,5,5,105,Yerawada,3356,Built-up  Area
2,5,5,110,Bhandarkar Road,900,Plot  Area
2,5,5,120,Kondhwa Budruk,2400,Built-up  Area
2,5,5,120,Shivaji Nagar,2500,Built-up  Area
2,5,5,125,Deccan Gymkhana,2800,Plot  Area
2,5,5,125,Ganesh Peth,2500,Built-up  Area
2,5,5,138,Mukund Nagar,1200,Plot  Area
2,5,5,139,Deccan Gymkhana,1356,Plot  Area
2,5,5,140,Ganeshkhind,1000,Plot  Area
2,5,5,140,Kondhwa Khurd,1600,Plot  Area
2,5,5,140,Narayangaon,1600,Plot  Area
2,5,5,140,Navi Peth,4050,Built-up  Area
2,5,5,140,Wanowrie,1600,Plot  Area
2,5,5,145,Hingne Khurd,4500,Super built-up  Area
2,5,5,150,Kondhwa Khurd,3500,Built-up  Area
2,5,5,150,Sadashiv Peth,4800,Built-up  Area
2,5,5,150,Wakadewadi,2700,Built-up  Area
2,5,5,160,Kasba Peth,2400,Plot  Area
2,5,5,170,Tilak Road,4000,Super built-up  Area
2,5,5,180,Ghorpade Peth,1200,Plot  Area
2,5,5,180,Raviwar Peth,1000,Plot  Area
2,5,5,190,Aundh,1200,Plot  Area
2,5,5,199,Camp,1320,Plot  Area
2,5,5,200,Alandi Road,2400,Plot  Area
2,5,5,210,Aundh Road,1500,Plot  Area
2,5,5,220,Baner road,4000,Built-up  Area
2,5,5,225,Senapati Bapat Road,4200,Built-up  Area
2,5,5,235,Pirangut,2400,Plot  Area
2,5,5,240,Anandnagar,2000,Built-up  Area
2,5,5,240,Fergusson College Road,3300,Built-up  Area
2,5,5,269,Karve Nagar,2297,Plot  Area
2,5,5,300,Khadaki,1700,Plot  Area
2,5,5,300,Kondhwa,1200,Plot  Area
2,5,5,300,Mahatma Gandhi Road,1538,Plot  Area
2,5,5,325,Katraj,2400,Plot  Area
2,5,5,350,Kharadi,1800,Plot  Area
2,5,5,395,Mukund Nagar,3250,Plot  Area
2,5,5,400,Sadashiv Peth,2400,Plot  Area
2,5,5,423,Padmavati,4239,Super built-up  Area
2,5,5,425,Ganesh Peth,4000,Plot  Area
2,5,5,550,Wagholi,9600,Plot  Area
2,5,5,700,Parvati Darshan,2400,Plot  Area
2,5,5,900,Gokhale Nagar,7200,Built-up  Area
2,5,5,1500,Gultekdi,7500,Super built-up  Area
2,5,6,75,Model colony,2400,Super built-up  Area
2,5,6,95,Dehu Road,810,Plot  Area
2,5,6,108,Law College Road,1200,Plot  Area
2,5,6,160,Baner,890,Plot  Area
2,5,6,160,Hadapsar,1080,Plot  Area
2,5,6,185,Kalyani Nagar,2500,Built-up  Area
2,5,6,240,Lulla Nagar,1508,Plot  Area
2,5,6,240,Pashan,1200,Plot  Area
2,5,6,300,Bhandarkar Road,2400,Plot  Area
2,5,6,750,Sinhagad Road,2400,Plot  Area
2,5,6,900,Swargate,3968,Plot  Area
2,5,7,175,Dhole Patil Road,1400,Plot  Area
2,5,7,180,Gultekdi,1200,Plot  Area
2,5,7,200,Pirangut,1200,Super built-up  Area
2,5,7,350,Kothrud,1750,Plot  Area
2,5,8,145,Kondhwa Budruk,3150,Carpet  Area
2,5,9,130,Shaniwar Peth,960,Plot  Area
2,6,3,116,Baner,1806,Super built-up  Area
2,6,3,775,Tilak Road,2400,Plot  Area
2,6,4,75,Raviwar Peth,750,Super built-up  Area
2,6,4,142,Dhankawadi,2710,Super built-up  Area
2,6,4,150,Dapodi,2462,Super built-up  Area
2,6,4,170,Katraj,1200,Plot  Area
2,6,4,201,Dhayari Phata,2940,Super built-up  Area
2,6,4,210,Wadgaon Sheri,2912,Super built-up  Area
2,6,4,220,Laxmi Road,2689,Built-up  Area
2,6,4,225,Ghorpade Peth,3500,Built-up  Area
2,6,4,230,Law College Road,3122,Super built-up  Area
2,6,4,235,Budhwar Peth,3122,Super built-up  Area
2,6,4,235,Hingne Khurd,3122,Super built-up  Area
2,6,4,237,Karve Road,3122,Super built-up  Area
2,6,4,245,Ambegaon Budruk,3122,Super built-up  Area
2,6,4,245,Pune Railway Station,2689,Super built-up  Area
2,6,4,250,Model colony,3012,Super built-up  Area
2,6,4,250,Yerawada,3122,Super built-up  Area
2,6,4,268,Gokhale Nagar,3012,Super built-up  Area
2,6,4,280,Parvati Darshan,2940,Super built-up  Area
2,6,4,325,Shukrawar Peth,2503,Super built-up  Area
2,6,4,353,Karve Road,2461,Super built-up  Area
2,6,4,360,Swargate,3595,Super built-up  Area
2,6,4,375,Market yard,3750,Built-up  Area
2,6,4,385,Vadgaon Budruk,4850,Super built-up  Area
2,6,4,420,Prabhat Road,4800,Plot  Area
2,6,4,425,Warje,3508,Super built-up  Area
2,6,4,430,Nagar Road,3730,Super built-up  Area
2,6,4,430,Wadgaon Sheri,3754,Super built-up  Area
2,6,4,450,Mahatma Gandhi Road,3730,Super built-up  Area
2,6,4,480,Narayan Peth,3754,Super built-up  Area
2,6,4,510,Kondhwa,4772,Super built-up  Area
2,6,4,550,Bibvewadi,3633,Super built-up  Area
2,6,4,650,Model colony,4600,Super built-up  Area
2,6,4,1800,Nana Peth,7500,Plot  Area
2,6,5,110,Nagar Road,1200,Plot  Area
2,6,5,140,Bhavani Peth,1903,Plot  Area
2,6,5,145,Lulla Nagar,1500,Plot  Area
2,6,5,295,Dhayari Phata,3750,Plot  Area
2,6,5,425,Karve Nagar,5515,Super built-up  Area
2,6,6,65,Swargate,600,Plot  Area
2,6,6,66,Katraj,727,Plot  Area
2,6,6,68,Aundh Road,2200,Built-up  Area
2,6,6,71,Erandwane,2100,Plot  Area
2,6,6,75,Ambegaon Budruk,1150,Plot  Area
2,6,6,75,Prabhat Road,600,Plot  Area
2,6,6,75,Uruli Devachi,800,Built-up  Area
2,6,6,75,Wadgaon Sheri,880,Plot  Area
2,6,6,78,Kharadi,850,Plot  Area
2,6,6,80,Bopodi,600,Plot  Area
2,6,6,80,Jangali Maharaj Road,650,Plot  Area
2,6,6,98,Satara Road,800,Plot  Area
2,6,6,101,Bund Garden Road,1800,Built-up  Area
2,6,6,101,Somwar Peth,1034,Built-up  Area
2,6,6,110,Karve Nagar,800,Plot  Area
2,6,6,120,Kharadi,3600,Super built-up  Area
2,6,6,125,Bibvewadi,1200,Super built-up  Area
2,6,6,125,Sasson Road,675,Built-up  Area
2,6,6,150,Bhavani Peth,3000,Built-up  Area
2,6,6,160,Ghorpade Peth,1200,Plot  Area
2,6,6,170,Khadaki,1200,Plot  Area
2,6,6,170,Vadgaon Budruk,1200,Plot  Area
2,6,6,175,Bhavani Peth,4300,Built-up  Area
2,6,6,180,Salunke Vihar,1200,Built-up  Area
2,6,6,220,Erandwane,1200,Plot  Area
2,6,6,250,Dhole Patil Road,1200,Plot  Area
2,6,6,300,Wadgaon Sheri,1200,Plot  Area
2,6,6,303,Vadgaon Budruk,3600,Plot  Area
2,6,6,330,Dhayari Phata,1200,Plot  Area
2,6,6,408,Kondhwa Budruk,2400,Plot  Area
2,6,6,460,Sahakar Nagar,4000,Plot  Area
2,6,6,475,Anandnagar,2400,Plot  Area
2,6,6,560,Model colony,7000,Plot  Area
2,6,6,650,Law College Road,1754,Plot  Area
2,6,7,115,Dhole Patil Road,2500,Built-up  Area
2,6,7,138,Wakadewadi,600,Plot  Area
2,6,7,140,Mahatma Gandhi Road,1200,Plot  Area
2,6,7,150,Wagholi,1200,Plot  Area
2,6,7,195,Mahatma Gandhi Road,1200,Plot  Area
2,6,7,235,Ghorpade Peth,1200,Plot  Area
2,6,8,60,Dhankawadi,600,Plot  Area
2,6,8,120,Model colony,3500,Plot  Area
2,6,8,130,Mukund Nagar,1244,Plot  Area
2,6,8,135,Karve Road,1650,Plot  Area
2,6,8,200,Gokhale Nagar,1320,Plot  Area
2,6,8,300,Baner road,1470,Plot  Area
2,6,8,852,Aundh,4482,Plot  Area
2,6,12,300,Aundh Road,2232,Plot  Area
2,7,4,80,Ghorpadi,2460,Built-up  Area
2,7,5,125,Bund Garden Road,1200,Plot  Area
2,7,5,125,Erandwane,2700,Built-up  Area
2,7,5,350,Khadki,2200,Plot  Area
2,7,5,2736,Laxmi Road,9600,Plot  Area
2,7,6,63,Sasson Road,600,Plot  Area
2,7,6,100,Somwar Peth,850,Plot  Area
2,7,6,107,Nagar Road,2400,Plot  Area
2,7,6,110,Guruwar peth,2400,Plot  Area
2,7,6,130,Camp,1380,Plot  Area
2,7,6,210,Tilak Road,3000,Built-up  Area
2,7,7,85,Fatima Nagar,2456,Plot  Area
2,7,7,125,Prabhat Road,2800,Built-up  Area
2,7,7,130,Mahatma Gandhi Road,4000,Super built-up  Area
2,7,7,139,Laxmi Road,1200,Plot  Area
2,7,7,140,Narayangaon,1200,Plot  Area
2,7,7,169,Sinhagad Road,1200,Plot  Area
2,7,7,199,Vishrant Wadi,1200,Super built-up  Area
2,7,7,225,Law College Road,4000,Super built-up  Area
2,7,7,225,Manik Bagh,1200,Plot  Area
2,7,7,400,Aundh Road,7500,Built-up  Area
2,7,8,195,Pashan,840,Plot  Area
2,7,8,225,Wanowrie,3450,Plot  Area
2,7,8,240,Padmavati,1200,Plot  Area
2,7,8,350,Pune Railway Station,1200,Plot  Area
2,7,8,382,Mundhawa,1500,Plot  Area
2,7,9,821,Gultekdi,4320,Plot  Area
2,8,6,400,Pashan,3000,Plot  Area
2,8,6,650,Karve Road,2400,Plot  Area
2,8,7,110,Anandnagar,1200,Plot  Area
2,8,8,150,Gokhale Nagar,1200,Plot  Area
2,8,8,150,Shaniwar Peth,1500,Plot  Area
2,8,8,180,Law College Road,2600,Plot  Area
2,8,8,185,Swargate,1350,Plot  Area
2,8,8,190,Padmavati,1200,Plot  Area
2,8,8,220,Fatima Nagar,1200,Plot  Area
2,8,8,225,Ambegaon Budruk,1200,Plot  Area
2,8,9,165,Wagholi,3600,Built-up  Area
2,8,9,200,Hadapsar Industrial Estate,1350,Plot  Area
2,9,7,250,Market yard,1500,Plot  Area
2,9,7,250,Narayangaon,1500,Plot  Area
2,9,9,100,Gultekdi,1200,Plot  Area
2,9,9,150,Sahakar Nagar,2000,Plot  Area
2,9,9,200,Mundhawa,4600,Built-up  Area
2,10,8,180,Manik Bagh,1200,Plot  Area
3,1,1,220,Model colony,500,Carpet  Area
3,1,1,500,Shaniwar Peth,650,Built-up  Area
3,1,2,60,Chandan Nagar,1245,Super built-up  Area
3,1,2,95,Ghorpade Peth,800,Built-up  Area
3,2,2,25,Hingne Khurd,1000,Super built-up  Area
3,2,2,25,Mukund Nagar,1000,Super built-up  Area
3,2,2,28,Bibvewadi,850,Super built-up  Area
3,2,2,28,Jangali Maharaj Road,1000,Super built-up  Area
3,2,2,29.99,Nana Peth,1117,Super built-up  Area
3,2,2,31,Dhayari Phata,950,Built-up  Area
3,2,2,31.5,Warje,1065,Built-up  Area
3,2,2,32,Ghorpade Peth,1140,Built-up  Area
3,2,2,32,Mangalwar peth,1300,Super built-up  Area
3,2,2,33.75,Bhavani Peth,1065,Built-up  Area
3,2,2,33.99,Paud Road,1067,Super built-up  Area
3,2,2,34,Prabhat Road,1170,Super built-up  Area
3,2,2,35,Manik Bagh,900,Super built-up  Area
3,2,2,35,Mukund Nagar,980,Super built-up  Area
3,2,2,35,Parvati Darshan,1100,Super built-up  Area
3,2,2,35,Pirangut,900,Built-up  Area
3,2,2,35,Shaniwar Peth,990,Super built-up  Area
3,2,2,36,Hingne Khurd,910,Super built-up  Area
3,2,2,36,Raviwar Peth,1120,Super built-up  Area
3,2,2,36,Uruli Devachi,1300,Super built-up  Area
3,2,2,36.69,Shaniwar Peth,1161,Super built-up  Area
3,2,2,37,Kalyani Nagar,960,Built-up  Area
3,2,2,37,Khadaki,920,Super built-up  Area
3,2,2,37,Senapati Bapat Road,890,Super built-up  Area
3,2,2,38,Dehu Road,925,Super built-up  Area
3,2,2,38,Ganesh Peth,1062,Super built-up  Area
3,2,2,38,Khadki,1105,Super built-up  Area
3,2,2,38,Viman Nagar,1100,Super built-up  Area
3,2,2,38.5,Baner road,1204,Super built-up  Area
3,2,2,38.5,Khadaki,1206,Super built-up  Area
3,2,2,39,Sadashiv Peth,920,Super built-up  Area
3,2,2,39,Sahakar Nagar,950,Super built-up  Area
3,2,2,39,Sasson Road,1250,Super built-up  Area
3,2,2,39.2,Navi Peth,1224,Super built-up  Area
3,2,2,39.35,Aundh Road,1036,Super built-up  Area
3,2,2,39.7,Mukund Nagar,1242,Super built-up  Area
3,2,2,40,Anandnagar,1050,Carpet  Area
3,2,2,40,Market yard,885,Built-up  Area
3,2,2,40,Mundhawa,1106,Super built-up  Area
3,2,2,40,Sasson Road,1150,Super built-up  Area
3,2,2,40,Satara Road,856,Super built-up  Area
3,2,2,40,Uruli Devachi,1200,Super built-up  Area
3,2,2,40,Yerawada,1034,Super built-up  Area
3,2,2,40.63,Bibvewadi,1290,Super built-up  Area
3,2,2,41,Dehu Road,1020,Super built-up  Area
3,2,2,41,Gultekdi,1050,Built-up  Area
3,2,2,41.94,Sinhagad Road,1180,Super built-up  Area
3,2,2,42,Bhavani Peth,1007,Super built-up  Area
3,2,2,42,Budhwar Peth,1180,Super built-up  Area
3,2,2,42,Deccan Gymkhana,1150,Super built-up  Area
3,2,2,42,Dhankawadi,1200,Super built-up  Area
3,2,2,42,Koregaon Park,925,Super built-up  Area
3,2,2,42,Laxmi Road,1060,Super built-up  Area
3,2,2,42,Nagar Road,1000,Super built-up  Area
3,2,2,42,Navi Peth,877,Super built-up  Area
3,2,2,42,Prabhat Road,1200,Super built-up  Area
3,2,2,42.25,Nagar Road,1190,Super built-up  Area
3,2,2,42.69,Dhankawadi,1334,Super built-up  Area
3,2,2,43,Gultekdi,1200,Built-up  Area
3,2,2,43,Navi Peth,1215,Carpet  Area
3,2,2,43,Padmavati,1135,Super built-up  Area
3,2,2,43,Pashan,1140,Super built-up  Area
3,2,2,43,Shivaji Nagar,1050,Super built-up  Area
3,2,2,43,Tilak Road,1070,Super built-up  Area
3,2,2,43.94,Deccan Gymkhana,1240,Super built-up  Area
3,2,2,44,Jangali Maharaj Road,1107,Built-up  Area
3,2,2,44,Shukrawar Peth,1053,Super built-up  Area
3,2,2,45,Aundh,1040,Super built-up  Area
3,2,2,45,Aundh Road,967,Built-up  Area
3,2,2,45,Aundh Road,1211,Super built-up  Area
3,2,2,45,Deccan Gymkhana,1100,Super built-up  Area
3,2,2,45,Dhankawadi,935,Super built-up  Area
3,2,2,45,Ganesh Peth,999,Built-up  Area
3,2,2,45,Ganeshkhind,1170,Super built-up  Area
3,2,2,45,Ghorpadi,1200,Super built-up  Area
3,2,2,45,Hadapsar Industrial Estate,1240,Built-up  Area
3,2,2,45,Kondhwa Budruk,1200,Super built-up  Area
3,2,2,45,Koregaon Park,1008,Super built-up  Area
3,2,2,45,Pirangut,900,Built-up  Area
3,2,2,45,Prabhat Road,1140,Carpet  Area
3,2,2,45,Sahakar Nagar,1080,Built-up  Area
3,2,2,45,Tilak Road,1050,Super built-up  Area
3,2,2,45.5,Katraj,993,Super built-up  Area
3,2,2,46,Kasba Peth,900,Built-up  Area
3,2,2,47,Dhole Patil Road,1178,Super built-up  Area
3,2,2,47,Koregaon Park,1020,Super built-up  Area
3,2,2,47,Shukrawar Peth,1251,Super built-up  Area
3,2,2,47,Swargate,1200,Super built-up  Area
3,2,2,48,Gokhale Nagar,1068,Built-up  Area
3,2,2,48,Hadapsar Industrial Estate,1150,Built-up  Area
3,2,2,48,Mahatma Gandhi Road,1230,Carpet  Area
3,2,2,48,Senapati Bapat Road,1020,Super built-up  Area
3,2,2,48,Shivaji Nagar,1050,Super built-up  Area
3,2,2,48,Tilak Road,1222,Super built-up  Area
3,2,2,48.76,Deccan Gymkhana,1116,Super built-up  Area
3,2,2,49,Dhayari Phata,1200,Super built-up  Area
3,2,2,49,Hingne Khurd,1175,Super built-up  Area
3,2,2,49,Sasson Road,1350,Super built-up  Area
3,2,2,49,Wadgaon Sheri,1291,Super built-up  Area
3,2,2,50,Ambegaon Budruk,1065,Super built-up  Area
3,2,2,50,Bhandarkar Road,1170,Built-up  Area
3,2,2,50,Dehu Road,800,Super built-up  Area
3,2,2,50,Fergusson College Road,1080,Super built-up  Area
3,2,2,50,Kalyani Nagar,960,Built-up  Area
3,2,2,50,Karve Road,1048,Super built-up  Area
3,2,2,50,Kasba Peth,1200,Built-up  Area
3,2,2,50,Koregaon Park,1200,Built-up  Area
3,2,2,50,Model colony,900,Super built-up  Area
3,2,2,50,Narayan Peth,1170,Super built-up  Area
3,2,2,50,Sadashiv Peth,1170,Super built-up  Area
3,2,2,51,Swargate,1242,Super built-up  Area
3,2,2,51.91,Bhandarkar Road,1116,Super built-up  Area
3,2,2,51.91,Guruwar peth,1116,Super built-up  Area
3,2,2,51.91,Shaniwar Peth,1116,Super built-up  Area
3,2,2,52,Deccan Gymkhana,1187,Super built-up  Area
3,2,2,52,Khadki,1180,Super built-up  Area
3,2,2,52,Kothrud,1090,Super built-up  Area
3,2,2,52,Lulla Nagar,1250,Super built-up  Area
3,2,2,52,Mahatma Gandhi Road,1075,Built-up  Area
3,2,2,52,Mundhawa,1394,Super built-up  Area
3,2,2,52,Sahakar Nagar,1150,Super built-up  Area
3,2,2,52.8,Pashan,875,Carpet  Area
3,2,2,53,Bibvewadi,1120,Super built-up  Area
3,2,2,53,Camp,997,Super built-up  Area
3,2,2,53,Camp,1206,Built-up  Area
3,2,2,53,Koregaon Park,1160,Super built-up  Area
3,2,2,53,Mangalwar peth,1170,Built-up  Area
3,2,2,53,Mangalwar peth,1184,Super built-up  Area
3,2,2,53,Pune Railway Station,1110,Super built-up  Area
3,2,2,53,Tilak Road,1200,Super built-up  Area
3,2,2,53.55,Viman Nagar,955,Built-up  Area
3,2,2,55,Ambegaon Budruk,1315,Super built-up  Area
3,2,2,55,Balaji Nagar,1238,Super built-up  Area
3,2,2,55,Dapodi,1230,Built-up  Area
3,2,2,55,Hadapsar Industrial Estate,1084,Super built-up  Area
3,2,2,55,Kalyani Nagar,1146,Super built-up  Area
3,2,2,55,Kasba Peth,1230,Built-up  Area
3,2,2,55,Kasba Peth,1300,Super built-up  Area
3,2,2,55,Kondhwa Khurd,1100,Super built-up  Area
3,2,2,55,Kothrud,1314,Built-up  Area
3,2,2,55,Lulla Nagar,1125,Super built-up  Area
3,2,2,55,Manik Bagh,1135,Built-up  Area
3,2,2,55,Mukund Nagar,1186,Super built-up  Area
3,2,2,55,Nagar Road,1066,Built-up  Area
3,2,2,55,Navi Peth,1160,Built-up  Area
3,2,2,55,Satara Road,1275,Super built-up  Area
3,2,2,55,Sinhagad Road,1185,Super built-up  Area
3,2,2,55,Wakadewadi,1140,Super built-up  Area
3,2,2,55,Warje,1210,Super built-up  Area
3,2,2,55.5,Dapodi,1316,Super built-up  Area
3,2,2,55.5,Viman Nagar,1140,Super built-up  Area
3,2,2,56,Camp,960,Super built-up  Area
3,2,2,56,Katraj,1155,Super built-up  Area
3,2,2,56,Mukund Nagar,1015,Super built-up  Area
3,2,2,57,Alandi Road,1300,Super built-up  Area
3,2,2,57,Hadapsar,1190,Super built-up  Area
3,2,2,57,Parvati Darshan,1388,Super built-up  Area
3,2,2,57,Pirangut,950,Built-up  Area
3,2,2,57.6,Wagholi,1260,Super built-up  Area
3,2,2,58,Dhankawadi,1000,Super built-up  Area
3,2,2,58,Ghorpadi,1180,Built-up  Area
3,2,2,58,Gultekdi,1299,Super built-up  Area
3,2,2,58,Khadki,1588,Built-up  Area
3,2,2,58,Pune Railway Station,1100,Super built-up  Area
3,2,2,58,Raviwar Peth,960,Super built-up  Area
3,2,2,58,Sinhagad Road,1225,Super built-up  Area
3,2,2,58,Tilak Road,1375,Built-up  Area
3,2,2,58,Wagholi,1250,Super built-up  Area
3,2,2,58.4,Paud Road,1145,Super built-up  Area
3,2,2,59,Kothrud,1190,Super built-up  Area
3,2,2,59,Narayangaon,1680,Built-up  Area
3,2,2,59,Pashan,1550,Super built-up  Area
3,2,2,59.95,Pune Railway Station,1155,Super built-up  Area
3,2,2,60,Ambegaon Budruk,1310,Super built-up  Area
3,2,2,60,Aundh Road,1140,Super built-up  Area
3,2,2,60,Baner,1465,Super built-up  Area
3,2,2,60,Bopodi,1045,Super built-up  Area
3,2,2,60,Chandan Nagar,1457,Built-up  Area
3,2,2,60,Hadapsar,1457,Super built-up  Area
3,2,2,60,Senapati Bapat Road,1200,Super built-up  Area
3,2,2,60,Shukrawar Peth,1081,Super built-up  Area
3,2,2,60,Wadgaon Sheri,1196,Super built-up  Area
3,2,2,60,Wakadewadi,1200,Super built-up  Area
3,2,2,61,Erandwane,1051,Super built-up  Area
3,2,2,61,Manik Bagh,1100,Super built-up  Area
3,2,2,61,Shivaji Nagar,1030,Built-up  Area
3,2,2,62,Alandi Road,1520,Super built-up  Area
3,2,2,62,Balaji Nagar,1100,Super built-up  Area
3,2,2,62,Khadki,1513,Super built-up  Area
3,2,2,62,Uruli Devachi,1245,Super built-up  Area
3,2,2,62.5,Nagar Road,1200,Super built-up  Area
3,2,2,62.63,Nana Peth,1450,Super built-up  Area
3,2,2,64,Gokhale Nagar,1080,Built-up  Area
3,2,2,64.39,Karve Road,1309,Super built-up  Area
3,2,2,64.5,Sahakar Nagar,1136,Super built-up  Area
3,2,2,65,Balaji Nagar,1519,Super built-up  Area
3,2,2,65,Fatima Nagar,1255,Super built-up  Area
3,2,2,65,Gultekdi,1385,Super built-up  Area
3,2,2,65,Kharadi,1215,Super built-up  Area
3,2,2,65,Kondhwa Khurd,920,Built-up  Area
3,2,2,65,Lulla Nagar,1097,Super built-up  Area
3,2,2,65,Mahatma Gandhi Road,1200,Super built-up  Area
3,2,2,65,Market yard,1306,Built-up  Area
3,2,2,65,Nana Peth,1235,Super built-up  Area
3,2,2,65,Narayan Peth,1300,Super built-up  Area
3,2,2,65,Narayangaon,1166,Super built-up  Area
3,2,2,65,Paud Road,1078,Built-up  Area
3,2,2,65,Paud Road,1240,Built-up  Area
3,2,2,65,Pune Railway Station,1186,Built-up  Area
3,2,2,65,Sadashiv Peth,1220,Built-up  Area
3,2,2,66,Hingne Khurd,1255,Super built-up  Area
3,2,2,66,Pirangut,1231,Super built-up  Area
3,2,2,66,Senapati Bapat Road,1205,Built-up  Area
3,2,2,67,Budhwar Peth,1415,Super built-up  Area
3,2,2,67,Hingne Khurd,1214,Super built-up  Area
3,2,2,67,Navi Peth,1410,Built-up  Area
3,2,2,67,Shukrawar Peth,1265,Super built-up  Area
3,2,2,68,Alandi Road,1350,Super built-up  Area
3,2,2,68,Manik Bagh,1200,Super built-up  Area
3,2,2,68,Raviwar Peth,1112,Super built-up  Area
3,2,2,68.2,Katraj,1314,Super built-up  Area
3,2,2,69,Bhavani Peth,1210,Super built-up  Area
3,2,2,69,Dapodi,1275,Built-up  Area
3,2,2,69,Koregaon Park,1150,Super built-up  Area
3,2,2,69,Viman Nagar,1312,Super built-up  Area
3,2,2,69.5,Lulla Nagar,1309,Super built-up  Area
3,2,2,70,Anandnagar,1460,Super built-up  Area
3,2,2,70,Khadki,1200,Super built-up  Area
3,2,2,70,Koregaon Park,1185,Super built-up  Area
3,2,2,70,Shaniwar Peth,1322,Built-up  Area
3,2,2,70,Tilak Road,1200,Carpet  Area
3,2,2,70,Warje,1265,Super built-up  Area
3,2,2,72,Mahatma Gandhi Road,1186,Built-up  Area
3,2,2,72.2,Hadapsar Industrial Estate,1150,Super built-up  Area
3,2,2,72.5,Mahatma Gandhi Road,1285,Super built-up  Area
3,2,2,73,Manik Bagh,1178,Super built-up  Area
3,2,2,73,Navi Peth,1188,Super built-up  Area
3,2,2,73,Shukrawar Peth,1270,Super built-up  Area
3,2,2,73,Warje,1355,Super built-up  Area
3,2,2,74,Dehu Road,1174,Super built-up  Area
3,2,2,74,Dhankawadi,1290,Super built-up  Area
3,2,2,74,Sahakar Nagar,1315,Super built-up  Area
3,2,2,75,Balaji Nagar,1355,Super built-up  Area
3,2,2,75,Baner,1210,Super built-up  Area
3,2,2,75,Baner road,1417,Super built-up  Area
3,2,2,75,Bhavani Peth,1250,Built-up  Area
3,2,2,75,Dehu Road,1260,Super built-up  Area
3,2,2,75,Dhole Patil Road,1353,Super built-up  Area
3,2,2,75,Fergusson College Road,1315,Built-up  Area
3,2,2,75,Kasba Peth,1260,Super built-up  Area
3,2,2,75,Kondhwa,1055,Built-up  Area
3,2,2,75,Padmavati,1206,Super built-up  Area
3,2,2,75,Sadashiv Peth,1339,Super built-up  Area
3,2,2,75,Shivaji Nagar,1192,Super built-up  Area
3,2,2,75,Vishrant Wadi,1158,Built-up  Area
3,2,2,77,Erandwane,1340,Built-up  Area
3,2,2,77,Ganesh Peth,1315,Super built-up  Area
3,2,2,77,Vishrant Wadi,1255,Super built-up  Area
3,2,2,78,Ghorpadi,1400,Super built-up  Area
3,2,2,78,Narayan Peth,1355,Super built-up  Area
3,2,2,78,Warje,1200,Super built-up  Area
3,2,2,78.5,Mukund Nagar,1295,Super built-up  Area
3,2,2,79.5,Kalyani Nagar,1320,Super built-up  Area
3,2,2,80,Budhwar Peth,1350,Super built-up  Area
3,2,2,80,Hadapsar Industrial Estate,1385,Super built-up  Area
3,2,2,80,Khadaki,1180,Super built-up  Area
3,2,2,80,Pirangut,1180,Super built-up  Area
3,2,2,80,Pirangut,1290,Super built-up  Area
3,2,2,80,Prabhat Road,1510,Super built-up  Area
3,2,2,80,Senapati Bapat Road,1314,Super built-up  Area
3,2,2,80,Shukrawar Peth,1201,Built-up  Area
3,2,2,80,Tilak Road,1424,Super built-up  Area
3,2,2,80,Warje,1296,Super built-up  Area
3,2,2,82,Ghorpade Peth,1178,Super built-up  Area
3,2,2,83,Bund Garden Road,1314,Super built-up  Area
3,2,2,83,Dapodi,1200,Super built-up  Area
3,2,2,85,Ambegaon Budruk,1340,Super built-up  Area
3,2,2,85,Market yard,1400,Super built-up  Area
3,2,2,85,Mukund Nagar,1575,Super built-up  Area
3,2,2,85,Vadgaon Budruk,1327,Super built-up  Area
3,2,2,85,Wadgaon Sheri,1362,Super built-up  Area
3,2,2,87,Ganeshkhind,1368,Super built-up  Area
3,2,2,88,Mundhawa,1220,Super built-up  Area
3,2,2,89.06,Jangali Maharaj Road,1296,Super built-up  Area
